Ngram,Frequency
"('httpswwwgooglecomsearchqsitestateorus', 'note')",1
"('of', 'sc')",1
"('dakota', 'state')",1
"('government', 'website')",1
"('the', 'tennessee')",1
"('tennessee', 'government')",1
"('washington', 'note')",1
"('statewius', 'pattern')",1
"('pattern', 'is')",1
"('is', 'included')",1
"('for', 'various')",1
"('various', 'departmentlevel')",1
"('departmentlevel', 'agencies')",1
"('at', 'httpswwwgooglecomsearchqsiteastatewius')",1
"('httpswwwgooglecomsearchqsiteastatewius', 'requires')",1
"('requires', 'www')",1
"('wyoming', 'travel')",1
"('tourism', 'website')",1
"('staten', 'island')",1
"('island', 'borough')",1
"('borough', 'president')",1
"('president', 'new')",1
"('york', 'ny')",1
"('of', 'surplus')",1
"('surplus', 'property')",1
"('property', 'note')",1
"('nc', 'sustainability')",1
"('sustainability', 'connection')",1
"('connection', 'note')",1
"('to', 'teachnc')",1
"('teachnc', 'dedicated')",1
"('the', 'recruitment')",1
"('recruitment', 'of')",1
"('of', 'teaching')",1
"('teaching', 'professionals')",1
"('professionals', 'for')",1
"('for', 'public')",1
"('schools', 'in')",1
"('tennessee', 'holocaust')",1
"('holocaust', 'commission')",1
"('bar', 'of')",1
"('of', 'texas')",1
"('tennessee', 'foreign')",1
"('foreign', 'language')",1
"('language', 'institute')",1
"('tennessee', 'housing')",1
"('development', 'agency')",1
"('kentucky', 'cabinet')",1
"('cabinet', 'of')",1
"('texas', 'municipal')",1
"('municipal', 'retirement')",1
"('system', 'tmrs')",1
"('tmrs', 'note')",1
"('tennessee', 'district')",1
"('district', 'attorneys')",1
"('attorneys', 'general')",1
"('general', 'conference')",1
"('conference', 'note')",1
"('tennessee', 'emergency')",1
"('lottery', 'tennessee')",1
"('tennessee', 'national')",1
"('tennessee', 'vacation')",1
"('vacation', 'the')",1
"('the', 'travel')",1
"('of', 'tennessee')",1
"('texas', 'parks')",1
"('wildlife', 'magazine')",1
"('magazine', 'note')",1
"('for', 'alaska')",1
"('alaska', 'note')",1
"('for', 'iowa')",1
"('for', 'kansas')",1
"('for', 'nevada')",1
"('for', 'oklahoma')",1
"('oklahoma', 'note')",1
"('for', 'oregon')",1
"('oregon', 'oregon')",1
"('oregon', 'tourism')",1
"('tourism', 'commission')",1
"('for', 'texas')",1
"('for', 'wisconsin')",1
"('washington', 'tree')",1
"('tree', 'fruit')",1
"('fruit', 'research')",1
"('research', 'commission')",1
"('state', 'tobacco')",1
"('tobacco', 'settlement')",1
"('settlement', 'authority')",1
"('texas', 'lottery')",1
"('arkansas', 'division')",1
"('of', 'agricultureresearch')",1
"('agricultureresearch', 'extension')",1
"('extension', 'university')",1
"('arkansas', 'system')",1
"('system', 'arkansas')",1
"('arkansas', 'cooperative')",1
"('of', 'alaska')",1
"('alaska', 'fairbanks')",1
"('fairbanks', 'cooperative')",1
"('idaho', 'extension')",1
"('islands', 'bureau')",1
"('economic', 'research')",1
"('research', 'note')",1
"('islands', 'economic')",1
"('vermont', 'extension')",1
"('of', 'wisconsinextension')",1
"('wisconsinextension', 'note')",1
"('wyoming', 'cooperative')",1
"('state', 'rehabilitation')",1
"('rehabilitation', 'council')",1
"('council', 'src')",1
"('src', 'note')",1
"('virginia', 'association')",1
"('of', 'assessing')",1
"('assessing', 'officers')",1
"('officers', 'is')",1
"('a', 'professional')",1
"('professional', 'organization')",1
"('organization', 'of')",1
"('of', 'assessors')",1
"('assessors', 'and')",1
"('and', 'appraisers')",1
"('appraisers', 'from')",1
"('from', 'state')",1
"('local', 'governments')",1
"('governments', 'throughout')",1
"('commonwealth', 'the')",1
"('the', 'organizations')",1
"('organizations', 'mission')",1
"('to', 'improve')",1
"('improve', 'assessment')",1
"('assessment', 'standards')",1
"('standards', 'disseminate')",1
"('disseminate', 'information')",1
"('on', 'assessment')",1
"('assessment', 'practices')",1
"('practices', 'and')",1
"('provide', 'continuing')",1
"('education', 'to')",1
"('to', 'its')",1
"('its', 'members')",1
"('members', 'note')",1
"('virginia', 'board')",1
"('for', 'people')",1
"('people', 'with')",1
"('commonwealth', 'neurotrauma')",1
"('neurotrauma', 'initiative')",1
"('initiative', 'cni')",1
"('cni', 'trust')",1
"('virginia', 'disability')",1
"('services', 'agencies')",1
"('of', 'fire')",1
"('fire', 'programs')",1
"('virginia', 'statewide')",1
"('virginia', 'assistive')",1
"('technology', 'system')",1
"('virginia', 'career')",1
"('career', 'education')",1
"('education', 'foundation')",1
"('foundation', 'is')",1
"('a', 'nonprofit')",1
"('nonprofit', 'organization')",1
"('organization', 'that')",1
"('that', 'works')",1
"('to', 'increase')",1
"('increase', 'the')",1
"('of', 'qualified')",1
"('qualified', 'applicants')",1
"('applicants', 'available')",1
"('available', 'to')",1
"('to', 'fill')",1
"('fill', 'technical')",1
"('technical', 'positions')",1
"('positions', 'throughout')",1
"('and', 'hard')",1
"('hard', 'of')",1
"('of', 'hearing')",1
"('hearing', 'vddhh')",1
"('vddhh', 'note')",1
"('carolinas', 'vendor')",1
"('vendor', 'registration')",1
"('vermont', 'arts')",1
"('vermont', 'historical')",1
"('vermont', 'housing')",1
"('virginia', 'horse')",1
"('industry', 'board')",1
"('board', 'is')",1
"('is', 'responsible')",1
"('responsible', 'for')",1
"('the', 'promotion')",1
"('development', 'of')",1
"('the', 'horse')",1
"('industry', 'in')",1
"('and', 'operates')",1
"('operates', 'through')",1
"('virginia', 'industries')",1
"('blind', 'commonwealth')",1
"('islands', 'department')",1
"('islands', 'inspector')",1
"('inspector', 'general')",1
"('islands', 'police')",1
"('police', 'department')",1
"('department', 'note')",1
"('virginia', 'college')",1
"('savings', 'plan')",1
"('plan', 'note')",1
"('development', 'partnerships')",1
"('partnerships', 'ally')",1
"('ally', 'information')",1
"('information', 'exchange')",1
"('virginia', 'resources')",1
"('resources', 'authority')",1
"('for', 'california')",1
"('california', 'welcome')",1
"('welcome', 'centers')",1
"('centers', 'note')",1
"('for', 'delaware')",1
"('delaware', 'note')",1
"('for', 'florida')",1
"('for', 'guam')",1
"('guam', 'note')",1
"('for', 'idaho')",1
"('idaho', 'note')",1
"('for', 'maine')",1
"('for', 'maryland')",1
"('for', 'mississippi')",1
"('for', 'missouri')",1
"('for', 'montana')",1
"('montana', 'note')",1
"('for', 'nebraska')",1
"('nebraska', 'note')",1
"('for', 'pennsylvania')",1
"('for', 'rhode')",1
"('island', 'note')",1
"('the', 'us')",1
"('for', 'utah')",1
"('utah', 'note')",1
"('court', 'of')",1
"('states', 'virgin')",1
"('viva', 'florida')",1
"('florida', 'is')",1
"('statewide', 'initiative')",1
"('initiative', 'led')",1
"('led', 'by')",1
"('state', 'under')",1
"('the', 'leadership')",1
"('leadership', 'of')",1
"('of', 'governor')",1
"('governor', 'rick')",1
"('rick', 'scott')",1
"('scott', 'to')",1
"('to', 'highlight')",1
"('highlight', 'the')",1
"('the', 'years')",1
"('years', 'of')",1
"('of', 'historic')",1
"('historic', 'people')",1
"('people', 'places')",1
"('places', 'and')",1
"('and', 'events')",1
"('events', 'in')",1
"('in', 'presentday')",1
"('presentday', 'florida')",1
"('florida', 'since')",1
"('since', 'the')",1
"('the', 'arrival')",1
"('arrival', 'of')",1
"('of', 'juan')",1
"('juan', 'ponce')",1
"('ponce', 'de')",1
"('de', 'leon')",1
"('leon', 'to')",1
"('the', 'land')",1
"('land', 'he')",1
"('he', 'named')",1
"('named', 'la')",1
"('la', 'florida')",1
"('florida', 'in')",1
"('in', 'see')",1
"('see', 'more')",1
"('more', 'at')",1
"('at', 'httpwwwvivafloridaorgaboutvivaflorida')",1
"('httpwwwvivafloridaorgaboutvivaflorida', 'note')",1
"('virginia', 'museum')",1
"('natural', 'history')",1
"('history', 'in')",1
"('in', 'martinsville')",1
"('martinsville', 'va')",1
"('governors', 'commission')",1
"('volunteer', 'mississippi')",1
"('mississippi', 'a')",1
"('mississippi', 'commission')",1
"('commission', 'for')",1
"('for', 'volunteer')",1
"('volunteer', 'service')",1
"('service', 'mcvs')",1
"('mcvs', 'note')",1
"('carolina', 'commission')",1
"('virginia', 'rehabilitation')",1
"('rehabilitation', 'center')",1
"('virginia', 'rural')",1
"('rural', 'water')",1
"('water', 'association')",1
"('bar', 'note')",1
"('vermont', 'national')",1
"('vermont', 'lottery')",1
"('washington', 'blueberry')",1
"('blueberry', 'commission')",1
"('washington', 'hardwoods')",1
"('hardwoods', 'commission')",1
"('state', 'seed')",1
"('seed', 'potato')",1
"('district', 'of')",1
"('of', 'columbia')",1
"('columbia', 'note')",1
"('washington', 'air')",1
"('air', 'national')",1
"('washington', 'army')",1
"('washington', 'national')",1
"('state', 'wine')",1
"('wine', 'commission')",1
"('washington', 'association')",1
"('of', 'sheriffs')",1
"('sheriffs', 'and')",1
"('and', 'police')",1
"('police', 'chiefs')",1
"('chiefs', 'note')",1
"('waterparkin', 'a')",1
"('the', 'pat')",1
"('mississippi', 'see')",1
"('historical', 'snaphot')",1
"('snaphot', 'at')",1
"('at', 'httpwebarchiveorgwebhttpwaterparkincom')",1
"('httpwebarchiveorgwebhttpwaterparkincom', 'note')",1
"('the', 'way')",1
"('way', 'we')",1
"('we', 'lived')",1
"('lived', 'in')",1
"('carolina', 'presented')",1
"('presented', 'by')",1
"('by', 'httpwwwahdcrstatencus')",1
"('httpwwwahdcrstatencus', 'the')",1
"('archives', 'history')",1
"('wisconsin', 'department')",1
"('financial', 'institutions')",1
"('institutions', 'note')",1
"('of', 'rhode')",1
"('island', 'cooperative')",1
"('washington', 'economic')",1
"('development', 'finance')",1
"('womens', 'health')",1
"('health', 'branch')",1
"('wisconsin', 'housing')",1
"('washington', 'higher')",1
"('education', 'facilities')",1
"('conservation', 'httpwwwwildlifedepartmentcom')",1
"('httpwwwwildlifedepartmentcom', 'note')",1
"('wisconsin', 'lottery')",1
"('islands', 'lottery')",1
"('wisconsin', 'historical')",1
"('wisconsin', 'state')",1
"('public', 'defenders')",1
"('defenders', 'office')",1
"('register', 'of')",1
"('of', 'deeds')",1
"('deeds', 'association')",1
"('state', 'convention')",1
"('on', 'pesticide')",1
"('pesticide', 'registration')",1
"('state', 'school')",1
"('virginia', 'division')",1
"('of', 'culture')",1
"('human', 'resources')",1
"('development', 'fund')",1
"('virginia', 'higher')",1
"('education', 'policy')",1
"('policy', 'commission')",1
"('commerce', 'division')",1
"('virginia', 'network')",1
"('network', 'for')",1
"('for', 'educational')",1
"('educational', 'telecomputing')",1
"('telecomputing', 'note')",1
"('virginia', 'consolidated')",1
"('consolidated', 'public')",1
"('public', 'retirement')",1
"('retirement', 'board')",1
"('state', 'treasurers')",1
"('treasurers', 'office')",1
"('for', 'west')",1
"('virginia', 'water')",1
"('water', 'development')",1
"('montana', 'army')",1
"('wyoming', 'business')",1
"('business', 'council')",1
"('for', 'wyoming')",1
"('wyoming', 'note')",1
"('development', 'partnership')",1
"('partnership', 'as')",1
"('state', 'authority')",1
"('the', 'partnership')",1
"('partnership', 'is')",1
"('a', 'member')",1
"('member', 'httpyesvirginiaorgaboutusboardofdirectors')",1
"('httpyesvirginiaorgaboutusboardofdirectors', 'board')",1
"('directors', 'comprised')",1
"('of', 'businesspersons')",1
"('businesspersons', 'from')",1
"('from', 'around')",1
"('around', 'virginia')",1
"('virginia', 'each')",1
"('each', 'of')",1
"('of', 'whom')",1
"('whom', 'is')",1
"('is', 'appointed')",1
"('the', 'httpwwwgovernorvirginiagov')",1
"('httpwwwgovernorvirginiagov', 'governor')",1
"('the', 'general')",1
"('travel', 'and', 'tourism')",53
"('and', 'tourism', 'site')",42
"('tourism', 'site', 'for')",42
"('commission', 'note', 'added')",36
"('authority', 'note', 'added')",30
"('lottery', 'note', 'added')",30
"('state', 'board', 'of')",22
"('services', 'note', 'added')",21
"('the', 'north', 'carolina')",21
"('board', 'note', 'added')",20
"('extension', 'note', 'added')",19
"('carolina', 'department', 'of')",17
"('national', 'guard', 'note')",16
"('guard', 'note', 'added')",16
"('examiners', 'note', 'added')",16
"('north', 'carolina', 'department')",15
"('office', 'of', 'the')",15
"('service', 'note', 'added')",14
"('resources', 'note', 'added')",13
"('board', 'of', 'examiners')",13
"('education', 'note', 'added')",12
"('of', 'north', 'carolina')",12
"('nc', 'department', 'of')",12
"('council', 'note', 'added')",12
"('new', 'york', 'state')",11
"('office', 'note', 'added')",11
"('department', 'of', 'education')",11
"('website', 'note', 'added')",11
"('virginia', 'department', 'of')",10
"('department', 'of', 'transportation')",10
"('department', 'of', 'public')",10
"('of', 'public', 'health')",10
"('carolina', 'note', 'added')",10
"('agencies', 'such', 'as')",10
"('agency', 'note', 'added')",10
"('nc', 'board', 'of')",10
"('and', 'tourism', 'sites')",10
"('tourism', 'sites', 'for')",10
"('system', 'note', 'added')",9
"('the', 'state', 'of')",9
"('of', 'education', 'note')",9
"('nc', 'division', 'of')",9
"('north', 'carolina', 'note')",9
"('department', 'of', 'agriculture')",9
"('development', 'authority', 'note')",9
"('program', 'note', 'added')",8
"('of', 'the', 'state')",8
"('fund', 'note', 'added')",8
"('north', 'carolina', 'board')",8
"('virginia', 'note', 'added')",8
"('historical', 'society', 'note')",8
"('society', 'note', 'added')",8
"('louisiana', 'board', 'of')",8
"('louisiana', 'state', 'board')",8
"('of', 'health', 'and')",8
"('health', 'and', 'human')",8
"('pattern', 'to', 'include')",8
"('such', 'as', 'those')",8
"('as', 'those', 'at')",8
"('health', 'note', 'added')",7
"('corporation', 'note', 'added')",7
"('human', 'services', 'note')",7
"('site', 'note', 'added')",7
"('carolina', 'board', 'of')",7
"('development', 'note', 'added')",7
"('state', 'university', 'extension')",7
"('extension', 'service', 'note')",7
"('department', 'of', 'health')",7
"('center', 'note', 'added')",7
"('and', 'human', 'services')",7
"('state', 'agencies', 'such')",7
"('state', 'note', 'added')",6
"('public', 'health', 'note')",6
"('department', 'of', 'commerce')",6
"('university', 'extension', 'note')",6
"('florida', 'department', 'of')",6
"('for', 'the', 'blind')",6
"('state', 'of', 'north')",6
"('of', 'transportation', 'note')",6
"('transportation', 'note', 'added')",6
"('of', 'examiners', 'of')",6
"('islands', 'note', 'added')",6
"('north', 'carolina', 'office')",6
"('carolina', 'office', 'of')",6
"('united', 'way', 'of')",5
"('management', 'note', 'added')",5
"('trust', 'fund', 'note')",5
"('therapy', 'note', 'added')",5
"('agencies', 'note', 'added')",5
"('parks', 'note', 'added')",5
"('department', 'of', 'cultural')",5
"('of', 'cultural', 'resources')",5
"('library', 'note', 'added')",5
"('cooperative', 'extension', 'service')",5
"('general', 'note', 'added')",5
"('consumer', 'services', 'note')",5
"('of', 'virginia', 'note')",5
"('louisiana', 'note', 'added')",5
"('economic', 'development', 'authority')",5
"('state', 'fair', 'note')",5
"('fair', 'note', 'added')",5
"('north', 'carolina', 'division')",5
"('carolina', 'division', 'of')",5
"('division', 'of', 'public')",5
"('of', 'commerce', 'note')",5
"('commerce', 'note', 'added')",5
"('north', 'carolina', 'state')",5
"('see', 'historical', 'snapshot')",4
"('historical', 'snapshot', 'at')",4
"('the', 'united', 'way')",4
"('by', 'the', 'state')",4
"('division', 'of', 'the')",4
"('arkansas', 'department', 'of')",4
"('licensing', 'board', 'note')",4
"('website', 'of', 'the')",4
"('tourism', 'note', 'added')",4
"('state', 'parks', 'note')",4
"('cultural', 'resources', 'note')",4
"('economic', 'development', 'note')",4
"('fish', 'and', 'wildlife')",4
"('of', 'public', 'safety')",4
"('safety', 'note', 'added')",4
"('secretary', 'of', 'state')",4
"('of', 'state', 'note')",4
"('nc', 'dept', 'of')",4
"('site', 'of', 'the')",4
"('attorney', 'general', 'note')",4
"('industry', 'note', 'added')",4
"('of', 'agriculture', 'and')",4
"('agriculture', 'and', 'consumer')",4
"('and', 'consumer', 'services')",4
"('georgia', 'state', 'defense')",4
"('state', 'defense', 'force')",4
"('commonwealth', 'of', 'virginia')",4
"('school', 'for', 'the')",4
"('association', 'note', 'added')",4
"('virgin', 'islands', 'note')",4
"('department', 'of', 'wildlife')",4
"('mississippi', 'note', 'added')",4
"('site', 'for', 'the')",4
"('north', 'carolina', 'forest')",4
"('finance', 'agency', 'note')",4
"('independent', 'living', 'council')",4
"('us', 'virgin', 'islands')",4
"('virginia', 'department', 'for')",4
"('west', 'virginia', 'department')",4
"('vermont', 'note', 'added')",3
"('is', 'a', 'service')",3
"('of', 'the', 'virginia')",3
"('the', 'virginia', 'department')",3
"('in', 'partnership', 'with')",3
"('the', 'council', 'of')",3
"('state', 'department', 'of')",3
"('agency', 'of', 'the')",3
"('board', 'of', 'pharmacy')",3
"('of', 'pharmacy', 'note')",3
"('pharmacy', 'note', 'added')",3
"('of', 'the', 'arkansas')",3
"('medical', 'board', 'note')",3
"('arkansas', 'state', 'board')",3
"('board', 'of', 'massage')",3
"('nc', 'museum', 'of')",3
"('museum', 'of', 'natural')",3
"('n', 'note', 'added')",3
"('division', 'of', 'state')",3
"('of', 'state', 'operated')",3
"('state', 'operated', 'healthcare')",3
"('operated', 'healthcare', 'facilities')",3
"('healthcare', 'facilities', 'note')",3
"('facilities', 'note', 'added')",3
"('maryland', 'department', 'of')",3
"('and', 'economic', 'development')",3
"('nc', 'note', 'added')",3
"('public', 'safety', 'note')",3
"('of', 'revenue', 'note')",3
"('revenue', 'note', 'added')",3
"('pennsylvania', 'note', 'added')",3
"('committee', 'note', 'added')",3
"('water', 'resources', 'note')",3
"('cooperative', 'extension', 'note')",3
"('the', 'office', 'of')",3
"('the', 'attorney', 'general')",3
"('florida', 'office', 'of')",3
"('the', 'united', 'states')",3
"('the', 'nc', 'department')",3
"('of', 'agriculture', 'note')",3
"('agriculture', 'note', 'added')",3
"('the', 'commonwealth', 'of')",3
"('blind', 'note', 'added')",3
"('of', 'louisiana', 'note')",3
"('legislature', 'note', 'added')",3
"('department', 'of', 'revenue')",3
"('new', 'mexico', 'note')",3
"('mexico', 'note', 'added')",3
"('a', 'state', 'agency')",3
"('army', 'national', 'guard')",3
"('state', 'treasurer', 'note')",3
"('treasurer', 'note', 'added')",3
"('youth', 'suicide', 'prevention')",3
"('in', 'north', 'carolina')",3
